pk_teuna_fikt,THUM_GEOGRAFI,SUG_DEREH,SHNAT_TEUNA,HODESH_TEUNA,SHAA,SUG_YOM,YOM_LAYLA,YOM_BASHAVUA,HUMRAT_TEUNA,SUG_TEUNA,HAD_MASLUL,RAV_MASLUL,MEHIRUT_MUTERET,TKINUT,TEURA,MEZEG_AVIR,LO_HAZA,MEKOM_HAZIYA,MAHOZ,NAFA,Latitude,Longitude
2022093807,ישראל ללא יהודה ושומרון,עירונית לא בצומת,2022,מאי,12,יום אחר,יום,רביעי,קלה,התנגשות חזית בצד,דו סיטרי אין קו הפרדה רצוף,,"עד 50 קמ""ש",אין ליקויים,אור יום רגיל,בהיר,לא ידוע,,המרכז,פתח תקווה,32.095077122166344,34.86444747582572
2022093820,ישראל ללא יהודה ושומרון,עירונית לא בצומת,2022,מאי,19,יום אחר,לילה,שני,קשה,פגיעה בהולך רגל,דו סיטרי אין קו הפרדה רצוף,,"עד 50 קמ""ש",אין ליקויים,לילה לא ידוע,בהיר,אחר,,הצפון,יזרעאל,32.65615273850492,35.302374942003304
2022093828,ישראל ללא יהודה ושומרון,לא-עירונית לא בצומת,2022,מרס,7,יום אחר,יום,ראשון,קלה,התנגשות חזית באחור,,מיפרדה עם גדר בטיחות,"קמ""ש 90",אין ליקויים,אור יום רגיל,בהיר,לא ידוע,,המרכז,רמלה,31.927247560663986,34.996155435378874
2022093832,ישראל ללא יהודה ושומרון,עירונית לא בצומת,2022,יולי,8,יום אחר,יום,חמישי,קלה,התנגשות חזית בצד,לא ידוע מס' מסלולים,,לא ידוע,לא ידוע,יום לא ידוע,לא ידוע,לא ידוע,,המרכז,רחובות,31.893802412472258,34.79939905862723
2022093834,ישראל ללא יהודה ושומרון,עירונית לא בצומת,2022,ספטמבר,9,יום אחר,יום,ראשון,קלה,פגיעה בהולך רגל,חד סיטרי,,"עד 50 קמ""ש",אין ליקויים,אור יום רגיל,בהיר,לא ידוע,במעבר חצייה בלי רמזור,המרכז,פתח תקווה,32.10332149571251,34.88248050926593
2022093857,ישראל ללא יהודה ושומרון,עירונית בצומת,2022,יולי,21,יום אחר,לילה,שבת,קלה,התנגשות חזית בצד,לא ידוע מס' מסלולים,,לא ידוע,לא ידוע,לילה לא ידוע,לא ידוע,לא ידוע,,תל אביב,תל אביב,32.02261852610797,34.75456639010823
2022093867,ישראל ללא יהודה ושומרון,עירונית לא בצומת,2022,נובמבר,16,יום אחר,לילה,שישי,קטלנית,החלקה,,מיפרדה עם גדר בטיחות,"עד 50 קמ""ש",אין ליקויים,לילה פעלה תאורה,בהיר,לא ידוע,,המרכז,רמלה,31.946047771604132,34.87900046339185
2022093879,ישראל ללא יהודה ושומרון,לא-עירונית לא בצומת,2022,אפריל,21,חג,לילה,שבת,קטלנית,פגיעה בהולך רגל,דו סיטרי אין קו הפרדה רצוף,,"קמ""ש 80",אין ליקויים,לילה פעלה תאורה,בהיר,לא ידוע,לא במעבר חצייה לא ליד צומת,המרכז,השרון,32.375590983839004,34.86465523301484
2022093892,ישראל ללא יהודה ושומרון,לא-עירונית לא בצומת,2022,מרס,16,יום אחר,יום,חמישי,קלה,התנגשות חזית בצד,דו סיטרי + קו הפרדה רצוף,,"קמ""ש 80",אין ליקויים,אור יום רגיל,גשום,לא ידוע,,הצפון,גולן,33.00998773400108,35.64422972447363
2022093915,ישראל ללא יהודה ושומרון,עירונית בצומת,2022,יולי,10,יום אחר,יום,שני,קלה,התנגשות חזית בצד,דו סיטרי אין קו הפרדה רצוף,,"עד 50 קמ""ש",אין ליקויים,אור יום רגיל,בהיר,לא ידוע,,ירושלים,ירושלים,31.752741416246128,35.189122834561424
2022093938,ישראל ללא יהודה ושומרון,עירונית בצומת,2022,יוני,12,יום אחר,יום,שני,קלה,התנגשות חזית בצד,דו סיטרי אין קו הפרדה רצוף,,"עד 50 קמ""ש",אין ליקויים,אור יום רגיל,בהיר,לא ידוע,,ירושלים,ירושלים,31.823427928182877,35.25385908269555
2022093966,ישראל ללא יהודה ושומרון,לא-עירונית בצומת,2022,מאי,23,יום אחר,לילה,שבת,קלה,התנגשות חזית בצד,,מיפרדה בנויה ללא גדר בטיחות,"קמ""ש 90",אין ליקויים,לילה פעלה תאורה,בהיר,לא ידוע,,המרכז,פתח תקווה,32.02482812159196,34.90787456281116
2022093967,ישראל ללא יהודה ושומרון,עירונית בצומת,2022,יוני,12,יום אחר,יום,שני,קלה,התנגשות חזית בצד,דו סיטרי אין קו הפרדה רצוף,,"עד 50 קמ""ש",אין ליקויים,אור יום רגיל,בהיר,לא ידוע,,המרכז,פתח תקווה,32.173490171387215,34.928673313510785
2022093975,ישראל ללא יהודה ושומרון,עירונית לא בצומת,2022,יולי,21,יום אחר,לילה,ראשון,קשה,התנגשות צד בצד,חד סיטרי,,"עד 50 קמ""ש",אין ליקויים,לילה פעלה תאורה,בהיר,לא ידוע,,חיפה,חיפה,32.82606588716819,34.98841291055858
2022093977,ישראל ללא יהודה ושומרון,לא-עירונית בצומת,2022,ספטמבר,21,יום אחר,לילה,שבת,קלה,התנגשות עם עצם דומם,חד סיטרי,,"עד 50 קמ""ש",אין ליקויים,לילה פעלה תאורה,בהיר,לא ידוע,,תל אביב,תל אביב,32.072773228175954,34.79354966196393
2022093979,ישראל ללא יהודה ושומרון,לא-עירונית בצומת,2022,יולי,11,יום אחר,יום,חמישי,קלה,התנגשות עם עצם דומם,דו סיטרי אין קו הפרדה רצוף,,"עד 50 קמ""ש",אין ליקויים,אור יום רגיל,בהיר,לא ידוע,,המרכז,השרון,32.28338737187397,34.89666504025787
2022093981,ישראל ללא יהודה ושומרון,לא-עירונית לא בצומת,2022,מאי,1,יום אחר,לילה,שבת,קשה,התנגשות חזית בחזית,דו סיטרי + קו הפרדה רצוף,,"קמ""ש 80",אין ליקויים,לילה פעלה תאורה,בהיר,לא ידוע,,הצפון,יזרעאל,32.67442173594549,35.30202172631851
2022093985,יהודה ושומרון,לא-עירונית לא בצומת,2022,אוגוסט,17,יום אחר,יום,ראשון,קלה,התנגשות חזית בצד,דו סיטרי אין קו הפרדה רצוף,,"קמ""ש 80",אין ליקויים,אור יום רגיל,בהיר,לא ידוע,,יהודה ושומרון,חברון,32.02157690029658,35.038981380424886
2022093990,ישראל ללא יהודה ושומרון,עירונית בצומת,2022,פברואר,12,יום אחר,יום,שישי,קלה,התנגשות חזית בצד,דו סיטרי אין קו הפרדה רצוף,,"עד 50 קמ""ש",אין ליקויים,אור יום רגיל,בהיר,לא ידוע,,חיפה,חיפה,32.82474365761951,34.99030634987784
2022093998,ישראל ללא יהודה ושומרון,לא-עירונית לא בצומת,2022,יוני,22,יום אחר,לילה,חמישי,קשה,התנגשות חזית באחור,לא ידוע מס' מסלולים,,לא ידוע,לא ידוע,לילה לא ידוע,לא ידוע,לא ידוע,,המרכז,רחובות,31.800994104773743,34.77408076204639
2022094012,ישראל ללא יהודה ושומרון,לא-עירונית בצומת,2022,פברואר,5,יום אחר,לילה,שישי,קלה,התנגשות חזית בצד,דו סיטרי אין קו הפרדה רצוף,,"קמ""ש 90",אין ליקויים,לילה לא ידוע,גשום,לא ידוע,,הצפון,עכו,32.92423701318306,35.30098005101457
2022094016,ישראל ללא יהודה ושומרון,עירונית לא בצומת,2022,מרס,8,יום אחר,יום,שלישי,קלה,התנגשות חזית באחור,דו סיטרי אין קו הפרדה רצוף,,"קמ""ש 60",לא ידוע,אור יום רגיל,בהיר,לא ידוע,,תל אביב,תל אביב,32.13835013800826,34.83419789104145
2022094020,ישראל ללא יהודה ושומרון,עירונית לא בצומת,2022,אוקטובר,15,יום אחר,יום,שישי,קלה,התנגשות חזית בחזית,דו סיטרי אין קו הפרדה רצוף,,"עד 50 קמ""ש",אין ליקויים,אור יום רגיל,בהיר,לא ידוע,,תל אביב,תל אביב,32.02254698278202,34.74219276645578
2022094022,ישראל ללא יהודה ושומרון,עירונית לא בצומת,2022,אוקטובר,22,יום אחר,לילה,שבת,קשה,התנגשות עם רכב חונה,לא ידוע מס' מסלולים,,לא ידוע,לא ידוע,לילה לא ידוע,לא ידוע,לא ידוע,,המרכז,פתח תקווה,32.17747624771094,34.89374541350805
2022094025,ישראל ללא יהודה ושומרון,לא-עירונית לא בצומת,2022,יולי,15,יום אחר,יום,שני,קשה,החלקה,,מיפרדה בנויה ללא גדר בטיחות,"קמ""ש 90",אין ליקויים,אור יום רגיל,בהיר,לא ידוע,,הצפון,עכו,32.90671348198605,35.16850076168972
2022094050,ישראל ללא יהודה ושומרון,עירונית בצומת,2022,יולי,8,יום אחר,יום,ראשון,קלה,התנגשות חזית בצד,,מיפרדה בנויה ללא גדר בטיחות,"עד 50 קמ""ש",אין ליקויים,אור יום רגיל,בהיר,לא ידוע,,חיפה,חיפה,32.770155632917835,35.00705467781519
2022094059,ישראל ללא יהודה ושומרון,לא-עירונית לא בצומת,2022,ינואר,16,יום אחר,יום,שבת,קלה,התנגשות חזית בצד,דו סיטרי + קו הפרדה רצוף,,"קמ""ש 80",אין ליקויים,יום לא ידוע,בהיר,לא ידוע,,חיפה,חדרה,32.49039007410183,35.078112903423275
2022094061,ישראל ללא יהודה ושומרון,עירונית בצומת,2022,מאי,7,יום אחר,יום,שישי,קלה,התנגשות חזית בצד,דו סיטרי אין קו הפרדה רצוף,,"עד 50 קמ""ש",אין ליקויים,אור יום רגיל,בהיר,לא ידוע,,ירושלים,ירושלים,31.778939198286274,35.224992574335
2022094065,ישראל ללא יהודה ושומרון,לא-עירונית לא בצומת,2022,ספטמבר,18,יום אחר,יום,שישי,קשה,התהפכות,לא ידוע מס' מסלולים,,לא ידוע,לא ידוע,יום לא ידוע,לא ידוע,לא ידוע,,הצפון,יזרעאל,32.75363621653397,35.22898069370688
2022094074,ישראל ללא יהודה ושומרון,עירונית לא בצומת,2022,אוגוסט,13,יום אחר,יום,שני,קשה,פגיעה בהולך רגל,לא ידוע מס' מסלולים,,לא ידוע,לא ידוע,יום לא ידוע,לא ידוע,לא ידוע,,ירושלים,ירושלים,31.78988888234076,35.213454405837076
2022094092,ישראל ללא יהודה ושומרון,עירונית בצומת,2022,נובמבר,24,יום אחר,לילה,שני,קלה,ירידה מהכביש או עלייה למדרכה,דו סיטרי אין קו הפרדה רצוף,,"קמ""ש 100",כביש משובש בלבד,דמדומים,לא ידוע,לא ידוע,,תל אביב,תל אביב,32.05540510521037,34.8346699249673
2022094098,ישראל ללא יהודה ושומרון,עירונית בצומת,2022,מאי,10,יום אחר,יום,חמישי,קלה,התנגשות חזית בצד,דו סיטרי אין קו הפרדה רצוף,,"עד 50 קמ""ש",אין ליקויים,אור יום רגיל,בהיר,לא ידוע,,חיפה,חיפה,32.83852088018674,35.066941330758816
2022094101,ישראל ללא יהודה ושומרון,עירונית לא בצומת,2022,דצמבר,23,יום אחר,לילה,חמישי,קטלנית,פגיעה בהולך רגל,,מיפרדה עם גדר בטיחות,"קמ""ש 70",אין ליקויים,לילה פעלה תאורה,בהיר,לא ידוע,לא במעבר חצייה לא ליד צומת,חיפה,חיפה,32.79687379582406,35.045781562226544
2022094113,ישראל ללא יהודה ושומרון,לא-עירונית בצומת,2022,מאי,20,יום אחר,לילה,שבת,קלה,התנגשות חזית בצד,,מיפרדה בנויה ללא גדר בטיחות,"קמ""ש 90",אין ליקויים,לילה פעלה תאורה,בהיר,לא ידוע,,הדרום,אשקלון,31.658748938676016,34.60269787257428
2022094127,ישראל ללא יהודה ושומרון,לא-עירונית בצומת,2022,יוני,1,יום אחר,לילה,שני,קשה,התנגשות חזית באחור,לא ידוע מס' מסלולים,,לא ידוע,לא ידוע,לילה לא ידוע,לא ידוע,לא ידוע,,המרכז,רמלה,31.986149348920133,34.8889955793419
2022094131,ישראל ללא יהודה ושומרון,לא-עירונית לא בצומת,2022,אוקטובר,17,יום אחר,יום,שבת,קשה,התנגשות חזית בצד,דו סיטרי אין קו הפרדה רצוף,,"קמ""ש 80",אין ליקויים,אור יום רגיל,בהיר,לא ידוע,,הצפון,עכו,32.86312314235843,35.269962392831
2022094139,ישראל ללא יהודה ושומרון,לא-עירונית בצומת,2022,מרס,15,יום אחר,יום,שבת,קלה,התנגשות חזית בצד,דו סיטרי אין קו הפרדה רצוף,,"קמ""ש 80",אין ליקויים,אור יום רגיל,בהיר,לא ידוע,,המרכז,פתח תקווה,32.02771888078659,34.8804269416031
2022094148,ישראל ללא יהודה ושומרון,עירונית לא בצומת,2022,יולי,22,יום אחר,לילה,ראשון,קשה,פגיעה בהולך רגל,לא ידוע מס' מסלולים,,לא ידוע,לא ידוע,לילה לא ידוע,לא ידוע,לא ידוע,,ירושלים,ירושלים,31.753246392161255,35.2201212654101
2022094163,ישראל ללא יהודה ושומרון,לא-עירונית בצומת,2022,פברואר,14,יום אחר,יום,שלישי,קשה,התנגשות חזית בצד,,מיפרדה בנויה ללא גדר בטיחות,"קמ""ש 90",אין ליקויים,אור יום רגיל,בהיר,לא ידוע,,הדרום,אשקלון,31.529640680690964,34.61037103354131
2022094165,יהודה ושומרון,לא-עירונית לא בצומת,2022,מאי,13,יום אחר,יום,שישי,קלה,התנגשות חזית בחזית,דו סיטרי + קו הפרדה רצוף,,"קמ""ש 80",אין ליקויים,אור יום רגיל,בהיר,לא ידוע,,יהודה ושומרון,חברון,31.8718284339826,35.255797725654105
2022094175,ישראל ללא יהודה ושומרון,עירונית לא בצומת,2022,יוני,19,יום אחר,יום,חמישי,קלה,התנגשות חזית בצד,דו סיטרי אין קו הפרדה רצוף,,"עד 50 קמ""ש",אין ליקויים,אור יום רגיל,בהיר,לא ידוע,,המרכז,פתח תקווה,32.07781929291862,34.8553920599868
2022094178,ישראל ללא יהודה ושומרון,עירונית בצומת,2022,מרס,8,יום אחר,יום,רביעי,קלה,פגיעה בהולך רגל,,אחר,"עד 50 קמ""ש",אין ליקויים,אור יום רגיל,בהיר,לא ידוע,במעבר חצייה עם רמזור,תל אביב,תל אביב,32.17604864312296,34.8514235576424
2022094181,ישראל ללא יהודה ושומרון,לא-עירונית לא בצומת,2022,יוני,16,יום אחר,יום,רביעי,קלה,התנגשות צד בצד,חד סיטרי,,"קמ""ש 70",אין ליקויים,אור יום רגיל,בהיר,לא ידוע,,המרכז,רחובות,31.953846424696312,34.75685865824737
2022094188,ישראל ללא יהודה ושומרון,עירונית בצומת,2022,דצמבר,22,יום אחר,לילה,שני,קשה,התנגשות חזית בצד,דו סיטרי + קו הפרדה רצוף,,"עד 50 קמ""ש",אין ליקויים,לילה פעלה תאורה,בהיר,לא ידוע,,תל אביב,תל אביב,32.139316914550555,34.79386631610122
2022094204,ישראל ללא יהודה ושומרון,עירונית לא בצומת,2022,דצמבר,20,יום אחר,לילה,שלישי,קלה,אחר,,אחר,"קמ""ש 70",אין ליקויים,לילה לא ידוע,בהיר,לא ידוע,,המרכז,השרון,32.3264759518221,34.85927370283486
2022094220,ישראל ללא יהודה ושומרון,עירונית בצומת,2022,מרס,18,יום אחר,יום,שלישי,קלה,פגיעה בהולך רגל,,מיפרדה בנויה ללא גדר בטיחות,"עד 50 קמ""ש",אין ליקויים,אור יום רגיל,בהיר,לא ידוע,במעבר חצייה בלי רמזור,המרכז,פתח תקווה,32.097688847568264,34.942736822118704
2022094229,ישראל ללא יהודה ושומרון,עירונית לא בצומת,2022,נובמבר,16,יום אחר,לילה,שבת,קלה,התנגשות עם עצם דומם,,מיפרדה עם גדר בטיחות,"קמ""ש 60",אין ליקויים,לילה לא ידוע,בהיר,לא ידוע,,חיפה,חיפה,32.78405459859864,35.003789634693085
2022094242,ישראל ללא יהודה ושומרון,עירונית בצומת,2022,אוקטובר,9,חול המועד,יום,שישי,קלה,פגיעה בהולך רגל,חד סיטרי,,"עד 50 קמ""ש",לא ידוע,אור יום רגיל,בהיר,לא ידוע,במעבר חצייה בלי רמזור,המרכז,פתח תקווה,32.073117609908124,34.85092993887108
2022094243,ישראל ללא יהודה ושומרון,עירונית לא בצומת,2022,מרס,17,יום אחר,לילה,חמישי,קשה,התנגשות חזית בצד,,מיפרדה בנויה ללא גדר בטיחות,"עד 50 קמ""ש",אין ליקויים,לילה לא ידוע,גשום,לא ידוע,,הצפון,יזרעאל,32.593978782943395,35.290600813723174
2022094254,ישראל ללא יהודה ושומרון,לא-עירונית לא בצומת,2022,מרס,3,יום אחר,לילה,שישי,קטלנית,פגיעה בהולך רגל,,מיפרדה עם גדר בטיחות,"קמ""ש 80",שוליים גרועים בלבד,לילה פעלה תאורה,בהיר,עמד על הכביש,,הדרום,באר שבע,31.287972163273874,34.87568429736121
2022094268,ישראל ללא יהודה ושומרון,עירונית לא בצומת,2022,אוקטובר,19,יום אחר,לילה,חמישי,קלה,פגיעה בהולך רגל,דו סיטרי אין קו הפרדה רצוף,,"עד 50 קמ""ש",אין ליקויים,לילה פעלה תאורה,בהיר,לא ידוע,במעבר חצייה בלי רמזור,המרכז,פתח תקווה,32.08612520248663,34.858834828511526
2022094272,ישראל ללא יהודה ושומרון,עירונית בצומת,2022,נובמבר,16,יום אחר,יום,חמישי,קלה,התנגשות חזית בצד,דו סיטרי אין קו הפרדה רצוף,,"עד 50 קמ""ש",אין ליקויים,יום לא ידוע,בהיר,לא ידוע,,הצפון,עכו,32.95098817082746,35.1780651428968
2022094281,ישראל ללא יהודה ושומרון,עירונית בצומת,2022,יוני,18,יום אחר,יום,שישי,קלה,פגיעה בהולך רגל,חד סיטרי,,"עד 50 קמ""ש",לא ידוע,אור יום רגיל,בהיר,לא ידוע,במעבר חצייה בלי רמזור,תל אביב,תל אביב,32.02819285458082,34.767824263434015
2022094309,ישראל ללא יהודה ושומרון,עירונית לא בצומת,2022,אוקטובר,15,יום אחר,יום,חמישי,קלה,פגיעה בהולך רגל,חד סיטרי,,"עד 50 קמ""ש",אין ליקויים,אור יום רגיל,בהיר,לא ידוע,במעבר חצייה בלי רמזור,חיפה,חיפה,32.76548481648938,34.97037383866379
2022094320,ישראל ללא יהודה ושומרון,לא-עירונית לא בצומת,2022,אוגוסט,6,יום אחר,לילה,שלישי,קשה,התנגשות חזית בצד,דו סיטרי + קו הפרדה רצוף,,"קמ""ש 70",אין ליקויים,לילה לא ידוע,בהיר,לא ידוע,,המרכז,השרון,32.36005485137925,35.02830677062257
2022094322,ישראל ללא יהודה ושומרון,לא-עירונית לא בצומת,2022,יולי,21,יום אחר,לילה,שני,קלה,התנגשות צד בצד,דו סיטרי אין קו הפרדה רצוף,,"קמ""ש 80",אין ליקויים,לילה לא קיימת תאורה,בהיר,לא ידוע,,הצפון,עכו,32.8702474502993,35.337014709855104
2022094323,ישראל ללא יהודה ושומרון,עירונית בצומת,2022,מאי,11,יום אחר,יום,שני,קלה,התנגשות חזית בצד,לא ידוע מס' מסלולים,,לא ידוע,לא ידוע,יום לא ידוע,לא ידוע,לא ידוע,,המרכז,רחובות,31.899012885626533,34.810232628059836
2022094330,יהודה ושומרון,לא-עירונית לא בצומת,2022,מרס,10,יום אחר,יום,שישי,קלה,התנגשות חזית בצד,,מיפרדה עם גדר בטיחות,"קמ""ש 80",אין ליקויים,אור יום רגיל,גשום,לא ידוע,,יהודה ושומרון,חברון,32.107466956533344,35.16516171846512
2022094335,ישראל ללא יהודה ושומרון,עירונית בצומת,2022,אוגוסט,11,יום אחר,יום,שלישי,קלה,התנגשות חזית בצד,דו סיטרי אין קו הפרדה רצוף,,"עד 50 קמ""ש",אין ליקויים,אור יום רגיל,בהיר,לא ידוע,,הצפון,עכו,32.92453299042041,35.07603508209576
2022094350,ישראל ללא יהודה ושומרון,לא-עירונית לא בצומת,2022,יוני,7,יום אחר,יום,שני,קשה,התנגשות צד בצד,לא ידוע מס' מסלולים,,לא ידוע,לא ידוע,יום לא ידוע,לא ידוע,לא ידוע,,חיפה,חדרה,32.45975749213702,35.01939149709914
2022094382,ישראל ללא יהודה ושומרון,לא-עירונית לא בצומת,2022,אוגוסט,1,יום אחר,לילה,שני,קלה,התנגשות חזית בחזית,דו סיטרי אין קו הפרדה רצוף,,"קמ""ש 80",אין ליקויים,לילה פעלה תאורה,בהיר,לא ידוע,,הצפון,עכו,32.85759447752603,35.382474547804414
2022094388,ישראל ללא יהודה ושומרון,עירונית בצומת,2022,ינואר,3,יום אחר,לילה,חמישי,קלה,התנגשות חזית בצד,חד סיטרי,,"עד 50 קמ""ש",אין ליקויים,לילה פעלה תאורה,בהיר,לא ידוע,,הדרום,באר שבע,31.423463493190507,34.598589079636234
2022094390,ישראל ללא יהודה ושומרון,לא-עירונית בצומת,2022,מרס,13,יום אחר,יום,שני,קלה,התנגשות חזית בצד,,מיפרדה בנויה ללא גדר בטיחות,"קמ""ש 90",אין ליקויים,אור יום רגיל,בהיר,לא ידוע,,הצפון,יזרעאל,32.655727343330994,35.292344169088665
2022094420,ישראל ללא יהודה ושומרון,עירונית בצומת,2022,פברואר,13,יום אחר,יום,חמישי,קטלנית,התנגשות חזית בצד,דו סיטרי אין קו הפרדה רצוף,,"קמ""ש 70",לא ידוע,אור יום רגיל,בהיר,לא ידוע,,תל אביב,תל אביב,32.04966155379567,34.81390826892107
2022094435,ישראל ללא יהודה ושומרון,עירונית בצומת,2022,יולי,17,יום אחר,יום,שישי,קלה,התנגשות חזית בצד,,מיפרדה בנויה ללא גדר בטיחות,"קמ""ש 70",אין ליקויים,אור יום רגיל,בהיר,לא ידוע,,הדרום,אשקלון,31.791494884053787,34.64973333073484
2022094445,ישראל ללא יהודה ושומרון,לא-עירונית לא בצומת,2022,מאי,22,יום אחר,לילה,שישי,קטלנית,התנגשות חזית בחזית,דו סיטרי + קו הפרדה רצוף,,"קמ""ש 80",אין ליקויים,לילה לא קיימת תאורה,בהיר,לא ידוע,,הדרום,באר שבע,31.4452507369174,34.750825303558955
2022094466,ישראל ללא יהודה ושומרון,עירונית לא בצומת,2022,יולי,24,יום אחר,לילה,שבת,קלה,פגיעה בהולך רגל,,מיפרדה עם גדר בטיחות,"עד 50 קמ""ש",אין ליקויים,לילה פעלה תאורה,בהיר,היה על שוליים / מדרכה,,המרכז,רמלה,31.935375323690227,34.84093578591472
2022094481,ישראל ללא יהודה ושומרון,עירונית לא בצומת,2022,יולי,19,יום אחר,יום,שבת,קלה,התנגשות צד בצד,חד סיטרי,,"עד 50 קמ""ש",אין ליקויים,יום לא ידוע,בהיר,לא ידוע,,חיפה,חיפה,32.81412728898365,34.99356726128724
2022094485,ישראל ללא יהודה ושומרון,לא-עירונית לא בצומת,2022,דצמבר,24,יום אחר,לילה,שישי,קלה,התנגשות חזית בצד,,מיפרדה עם גדר בטיחות,"קמ""ש 90",אין ליקויים,לילה פעלה תאורה,בהיר,לא ידוע,,המרכז,רמלה,31.896382195429744,34.84138504895423
2022094488,ישראל ללא יהודה ושומרון,לא-עירונית לא בצומת,2022,פברואר,22,יום אחר,לילה,שלישי,קשה,התנגשות חזית באחור,דו סיטרי אין קו הפרדה רצוף,,"קמ""ש 90",אין ליקויים,קיימת תאורה בלתי תקינה / לא פועלת,בהיר,לא ידוע,,חיפה,חיפה,32.74580404483376,35.079834437938565
2022094498,ישראל ללא יהודה ושומרון,עירונית בצומת,2022,דצמבר,22,יום אחר,לילה,שלישי,קלה,התנגשות חזית בצד,לא ידוע מס' מסלולים,,לא ידוע,לא ידוע,לילה לא ידוע,לא ידוע,לא ידוע,,תל אביב,תל אביב,32.09897052758849,34.828519550554546
2022094504,ישראל ללא יהודה ושומרון,עירונית לא בצומת,2022,מאי,7,יום אחר,יום,שני,קלה,אחר,דו סיטרי אין קו הפרדה רצוף,,"עד 50 קמ""ש",אין ליקויים,אור יום רגיל,בהיר,לא ידוע,,המרכז,רמלה,31.92098563772879,34.86831432250835
2022094506,ישראל ללא יהודה ושומרון,לא-עירונית בצומת,2022,אוגוסט,16,יום אחר,יום,ראשון,קלה,התנגשות חזית בצד,,מיפרדה בנויה ללא גדר בטיחות,"קמ""ש 80",אין ליקויים,אור יום רגיל,בהיר,לא ידוע,,המרכז,פתח תקווה,32.148406137808635,34.94749972429878
2022094519,ישראל ללא יהודה ושומרון,עירונית לא בצומת,2022,מאי,13,יום אחר,יום,חמישי,קשה,פגיעה בהולך רגל,דו סיטרי אין קו הפרדה רצוף,,"עד 50 קמ""ש",אין ליקויים,אור יום רגיל,בהיר,לא ידוע,במעבר חצייה בלי רמזור,תל אביב,תל אביב,32.032763101233606,34.84479676081179
2022094530,ישראל ללא יהודה ושומרון,לא-עירונית בצומת,2022,נובמבר,23,יום אחר,לילה,חמישי,קלה,התנגשות חזית בצד,,מיפרדה בנויה ללא גדר בטיחות,"עד 50 קמ""ש",אין ליקויים,לילה פעלה תאורה,בהיר,לא ידוע,,חיפה,חדרה,32.443745142169064,34.89267589341497
2022094539,ישראל ללא יהודה ושומרון,עירונית לא בצומת,2022,נובמבר,11,יום אחר,יום,רביעי,קלה,פגיעה בהולך רגל,חד סיטרי,,"עד 50 קמ""ש",אין ליקויים,אור יום רגיל,בהיר,לא ידוע,במעבר חצייה בלי רמזור,תל אביב,תל אביב,32.01646867933729,34.7446153531052
2022094545,ישראל ללא יהודה ושומרון,לא-עירונית לא בצומת,2022,ספטמבר,15,יום אחר,יום,חמישי,קשה,התנגשות עם עצם דומם,,מיפרדה עם גדר בטיחות,"קמ""ש 90",אין ליקויים,אור יום רגיל,בהיר,לא ידוע,,המרכז,פתח תקווה,32.169893224259,34.88328560142805
2022094586,ישראל ללא יהודה ושומרון,עירונית בצומת,2022,אוגוסט,16,יום אחר,יום,שני,קלה,פגיעה בהולך רגל,לא ידוע מס' מסלולים,,לא ידוע,לא ידוע,יום לא ידוע,לא ידוע,לא ידוע,במעבר חצייה בלי רמזור,תל אביב,תל אביב,32.13675143072923,34.842672403108836
2022094588,ישראל ללא יהודה ושומרון,עירונית בצומת,2022,ינואר,19,יום אחר,לילה,חמישי,קלה,פגיעה בהולך רגל,,מיפרדה בנויה ללא גדר בטיחות,"עד 50 קמ""ש",אין ליקויים,לילה פעלה תאורה,גשום,לא ידוע,במעבר חצייה בלי רמזור,המרכז,פתח תקווה,32.084283091569304,34.87832094592918
2022094591,יהודה ושומרון,לא-עירונית לא בצומת,2022,יוני,15,יום אחר,יום,שישי,קלה,התנגשות חזית בצד,דו סיטרי אין קו הפרדה רצוף,,"קמ""ש 80",אין ליקויים,אור יום רגיל,בהיר,לא ידוע,,יהודה ושומרון,חברון,32.268396065038104,35.09754716313709
2022094595,ישראל ללא יהודה ושומרון,עירונית לא בצומת,2022,נובמבר,14,יום אחר,יום,שלישי,קלה,התנגשות חזית בצד,דו סיטרי אין קו הפרדה רצוף,,"עד 50 קמ""ש",אין ליקויים,אור יום רגיל,גשום,לא ידוע,,הצפון,עכו,32.92711968176412,35.324857575339244
2022094606,ישראל ללא יהודה ושומרון,עירונית בצומת,2022,ספטמבר,13,יום אחר,יום,ראשון,קלה,התנגשות חזית בצד,,מיפרדה בנויה ללא גדר בטיחות,"קמ""ש 60",אין ליקויים,אור יום רגיל,בהיר,לא ידוע,,חיפה,חיפה,32.768314626932565,35.05105113097905
2022094618,ישראל ללא יהודה ושומרון,עירונית לא בצומת,2022,אפריל,16,חול המועד,יום,רביעי,קלה,התנגשות צד בצד,דו סיטרי אין קו הפרדה רצוף,,"עד 50 קמ""ש",אין ליקויים,אור יום רגיל,בהיר,לא ידוע,,תל אביב,תל אביב,32.10173883728533,34.8020437575402
2022094619,ישראל ללא יהודה ושומרון,עירונית בצומת,2022,מרס,15,יום אחר,יום,שבת,קלה,פגיעה בהולך רגל,חד סיטרי,,"עד 50 קמ""ש",אין ליקויים,אור יום רגיל,בהיר,לא ידוע,במעבר חצייה עם רמזור,תל אביב,תל אביב,32.092542049182775,34.83508188056792
